x,y,v_target
0.126814947591338,-0.7964006625184228,5.0
0.6882345955133142,-0.8563696981128974,5.0
1.2795202854079313,-0.7995219848832675,5.0
1.830259159222931,-0.6514801916111738,5.0
2.331861496667255,-0.42509545269870647,5.0
2.778872841276457,-0.13390897927631462,5.0
3.169312779613141,0.20931825375929836,5.0
3.5039329140635047,0.5937364392483155,5.0
3.785044954105718,1.0106477185097422,5.0
4.015634207575805,1.4530833200403157,5.0
4.194387638158916,1.8991585266176003,5.0
4.335606465563441,2.3672613451413262,5.0
4.440370045945262,2.8633668293083647,5.0
4.503552411498775,3.377821268161068,5.0
4.5198212564767015,3.911254187772083,5.0
4.482198031292141,4.45459206711634,5.0
4.386934687971397,4.991925551495249,5.0
4.233229735816701,5.509216971483738,5.0
4.020362334633172,5.994067843684155,5.0
3.745450999824013,6.436203024810141,5.0
3.397750399505014,6.826053349036189,5.0
2.9665536889363953,7.143583083265366,4.854616958747597
2.4611159380024588,7.352687428421769,4.734865739529914
1.9165535373385925,7.425050436632496,4.753460655089286
1.3765464149084723,7.357448081959979,4.920387329799423
0.8772500670862007,7.170784426271933,5.0
0.43414887561035187,6.896082879908699,5.0
0.04219120344432026,6.554917865501898,5.0
-0.30707137115789257,6.157679529201551,5.0
-0.6094037167276595,5.717835136404031,5.0
-0.8636396669323095,5.251817348749541,5.0
-1.0736891437636493,4.771045534753944,5.0
-1.2444995350279053,4.281468357905436,5.0
-1.3746957616982947,3.7981324343330742,5.0
-1.469394303957146,3.307717224760947,5.0
-1.5266784659393986,2.8133576760123296,5.0
-1.5444561289345644,2.318416954404765,5.0
-1.5201686684059945,1.8262397994524633,5.0
-1.4504361675526058,1.3402773863792257,5.0
-1.3305884684770466,0.8645392670696337,5.0
-1.1514804603094393,0.40590078569380417,5.0
-0.9022626195426595,-0.023175368274463204,5.0
-0.6324059296192879,-0.3558355152674423,5.0
